personid,gender,birthmonth,birthyear,highestgradecompleted,maritalstatus,childathome,childnotathome,wageincome,weeklyhrscomputer,weeklyhrstv,nightlyhrssleep,satverbal,satmath,gpaoverall,gpaenglish,gpamath,gpascience,highestdegree,govprovidejobs,govpricecontrols,weeksworked17
637694,Male,2,1983,9,Never-married,,,1800,10 hours or more a week,11 to 20 hours a week,6,,,,,,,1. GED,,,47
637780,Male,5,1982,,,,,,,,,,,,,,,2. High School,,,
637783,Male,6,1983,,,,,,,,,,,,,,,0. None,,,
637835,Male,1,1982,12,Married,,,,1 to 3 hours a week,Less than 2 hours per week,7,,,204,166,283,180,2. High School,,,0
637871,Female,3,1981,15,Never-married,2,0,7000,None,21 to 30 hours a week,6,630,610,363,384,324,325,3. Associates,,,52
637916,Male,6,1983,,,,,,,,,,,,,,,0. None,,,
638057,Male,9,1981,,,,,,,,,,,164,190,280,100,1. GED,3. Probably not,3. Probably not,
638104,Female,1,1980,14,Never-married,,,,1 to 3 hours a week,21 to 30 hours a week,7,,,299,292,287,287,2. High School,1. Definitely,2. Probably ,0
638129,Female,2,1981,10,Never-married,3,0,,4 to 6 hours a week,3 to 10 hours a week,8,,,,,,,0. None,,,0
638153,Female,12,1983,,,,,,,,,,,238,175,300,280,0. None,,,
638213,Male,7,1982,,,,,,,,,,,,,,,0. None,,,
638243,Female,1,1984,9,Married,3,0,,10 hours or more a week,Less than 2 hours per week,6,,,286,280,300,280,0. None,4. Definitely not,2. Probably ,6
638476,Female,6,1983,12,Married,3,0,50000,10 hours or more a week,3 to 10 hours a week,8,,,350,343,314,383,2. High School,,,52
638541,Male,11,1984,12,Never-married,,,,10 hours or more a week,3 to 10 hours a week,8,,,,,,,2. High School,,,52
638808,Female,6,1983,17,Married,3,0,50000,10 hours or more a week,3 to 10 hours a week,8,,,349,400,329,329,4. Bachelors,2. Probably ,1. Definitely,52
638843,Male,1,1983,,,,,,,,,,,212,218,130,163,2. High School,,,
638849,Male,7,1984,7,Never-married,0,6,,None,More than 40 hours a week,7,,,,,,,1. GED,4. Definitely not,3. Probably not,39
638878,Male,6,1981,12,Never-married,1,0,80000,None,3 to 10 hours a week,5,,,318,290,290,280,2. High School,4. Definitely not,1. Definitely,46
638911,Male,6,1982,,,,,,,,,,,,,,,5. Masters,,,
638957,Female,12,1982,12,Never-married,,,,None,3 to 10 hours a week,8,,,,,,,2. High School,,,0
639015,Male,6,1981,13,Divorced,0,2,45000,1 to 3 hours a week,Less than 2 hours per week,7,,,234,240,183,100,2. High School,,,44
639082,Female,1,1983,14,Divorced,,,49000,10 hours or more a week,3 to 10 hours a week,7,,,,,,,2. High School,2. Probably ,2. Probably ,52
639310,Female,2,1983,9,Married,4,0,24000,1 to 3 hours a week,3 to 10 hours a week,5,,,327,348,360,300,1. GED,,,52
639330,Female,1,1984,12,Divorced,3,0,24000,4 to 6 hours a week,Less than 2 hours per week,7,,,,,,,2. High School,3. Probably not,1. Definitely,52
639386,Male,6,1981,16,Married,2,0,,10 hours or more a week,Less than 2 hours per week,7,500,620,290,240,236,285,4. Bachelors,,,52
639701,Female,10,1983,20,Married,1,0,125000,10 hours or more a week,Less than 2 hours per week,8,580,710,411,400,408,410,7. Professional,,,52
639791,Male,11,1981,15,Never-married,,,55000,10 hours or more a week,11 to 20 hours a week,5,,,,,,,2. High School,,,47
639805,Female,1,1984,16,Married,1,0,75000,10 hours or more a week,3 to 10 hours a week,6,,,320,314,320,285,4. Bachelors,,,26
639842,Female,1,1981,,,,,,,,,,,,,,,3. Associates,,,
640041,Female,8,1980,17,Married,4,0,,4 to 6 hours a week,3 to 10 hours a week,8,,,391,388,375,333,4. Bachelors,,,0
640114,Female,10,1980,,,,,,,,,350,420,327,372,249,245,4. Bachelors,,,
640154,Female,7,1984,11,Divorced,0,2,,7 to 9 hours a week,Less than 2 hours per week,12,,,269,100,300,300,1. GED,,,0
640342,Male,6,1984,,,,,,,,,,,253,225,218,240,2. High School,,,
640464,Male,8,1980,15,,1,0,40000,10 hours or more a week,3 to 10 hours a week,6,,,204,238,151,100,2. High School,1. Definitely,1. Definitely,52
640484,Male,9,1982,16,Never-married,,,89000,10 hours or more a week,Less than 2 hours per week,5,,,282,220,282,266,2. High School,,,52
640592,Male,3,1983,,,,,,,,,410,500,331,338,303,325,4. Bachelors,1. Definitely,1. Definitely,
640646,Male,8,1981,,,,,,,,,,,291,315,236,240,2. High School,,,
640905,Male,12,1981,12,Never-married,,,,Less than 1 hour a week,3 to 10 hours a week,6,,,257,307,326,326,2. High School,3. Probably not,1. Definitely,52
640912,Male,4,1980,,,,,,,,,,,235,190,96,290,2. High School,,,
640955,Male,10,1981,17,Married,2,1,235884,10 hours or more a week,Less than 2 hours per week,7,,,,,,,4. Bachelors,,,47
640995,Female,5,1982,15,Never-married,2,0,23000,4 to 6 hours a week,3 to 10 hours a week,8,570,490,322,300,300,287,3. Associates,2. Probably ,2. Probably ,52
641056,Female,5,1981,14,Married,3,0,,7 to 9 hours a week,3 to 10 hours a week,7,,,301,290,275,293,3. Associates,,,0
641090,Female,12,1982,14,Married,,,,10 hours or more a week,Less than 2 hours per week,8,,,,,,,1. GED,,,0
641410,Female,5,1981,16,Married,2,0,90000,10 hours or more a week,3 to 10 hours a week,8,560,680,397,400,400,400,4. Bachelors,3. Probably not,3. Probably not,52
641582,Male,10,1983,17,Married,,,60000,10 hours or more a week,3 to 10 hours a week,8,,,290,338,240,308,4. Bachelors,,,47
641634,Male,7,1983,,,,,,,,,,,,,,,0. None,2. Probably ,1. Definitely,
641834,Female,4,1981,14,Never-married,1,0,33000,10 hours or more a week,Less than 2 hours per week,4,,,324,335,244,235,2. High School,2. Probably ,1. Definitely,48
641966,Female,1,1981,10,Never-married,4,0,12000,10 hours or more a week,3 to 10 hours a week,6,,,,,,,1. GED,,,52
642052,Male,7,1984,15,Married,2,0,70000,10 hours or more a week,11 to 20 hours a week,6,,,,,,,2. High School,,,48
642187,Female,3,1982,10,Never-married,3,0,20000,10 hours or more a week,3 to 10 hours a week,7,,,,,,,0. None,,,17
642198,Male,6,1982,13,Married,,,,None,Less than 2 hours per week,6,,,,,,,2. High School,,,0
642525,Male,8,1982,9,Divorced,1,2,,1 to 3 hours a week,3 to 10 hours a week,2,,,,,,,1. GED,,,0
642537,Female,12,1984,14,Never-married,1,0,35000,1 to 3 hours a week,3 to 10 hours a week,5,,,331,293,263,340,2. High School,,,38
642620,Male,8,1980,11,Divorced,0,2,65000,None,Less than 2 hours per week,5,,,304,278,284,293,1. GED,,,52
642813,Female,5,1981,16,Married,1,0,33000,10 hours or more a week,11 to 20 hours a week,8,,,,,,,4. Bachelors,,,52
642960,Female,6,1984,12,Married,2,0,34000,10 hours or more a week,3 to 10 hours a week,6,,,,,,,2. High School,,,52
643023,Male,9,1983,14,Never-married,0,1,10000,None,3 to 10 hours a week,8,,,285,263,237,220,2. High School,,,52
643034,Male,6,1982,17,Never-married,1,0,100000,10 hours or more a week,3 to 10 hours a week,6,440,600,378,353,388,367,2. High School,1. Definitely,1. Definitely,52
643057,Female,11,1982,13,Never-married,,,35000,4 to 6 hours a week,Less than 2 hours per week,8,430,400,205,270,167,86,2. High School,1. Definitely,1. Definitely,52
643071,Male,10,1980,10,Never-married,0,2,40000,1 to 3 hours a week,3 to 10 hours a week,6,,,172,100,100,190,1. GED,,,52
643076,Female,5,1983,15,Married,2,0,65000,10 hours or more a week,Less than 2 hours per week,6,,,,,,,2. High School,2. Probably ,1. Definitely,43
643085,Male,7,1980,17,Never-married,1,0,35000,10 hours or more a week,3 to 10 hours a week,7,,,230,184,343,197,4. Bachelors,,,52
643089,Male,2,1984,13,Married,,,21000,7 to 9 hours a week,3 to 10 hours a week,8,,,,,,,2. High School,,,52
643230,Male,1,1983,11,Married,2,0,80000,None,3 to 10 hours a week,7,,,,,,,1. GED,,,52
643252,Male,2,1982,14,Never-married,,,125000,10 hours or more a week,Less than 2 hours per week,7,,,293,280,287,253,3. Associates,,,52
643377,Male,2,1982,,,,,,,,,,,,,,,2. High School,,,
643427,Female,6,1983,12,Never-married,2,0,34000,10 hours or more a week,3 to 10 hours a week,6,,,,,,,2. High School,,,48
643510,Male,7,1984,16,Married,2,0,65000,10 hours or more a week,3 to 10 hours a week,8,,,,,,,4. Bachelors,,,52
643620,Male,12,1982,,,,,,,,,,,216,195,172,245,2. High School,,,
643700,Male,2,1981,12,Married,1,1,90000,None,11 to 20 hours a week,6,,,261,263,290,290,2. High School,,,48
643701,Male,11,1984,14,Never-married,,,45000,10 hours or more a week,3 to 10 hours a week,7,400,470,238,287,108,265,2. High School,,,52
643755,Female,7,1982,13,Married,3,0,22000,4 to 6 hours a week,Less than 2 hours per week,8,,,325,305,283,287,2. High School,2. Probably ,1. Definitely,49
643907,Male,5,1983,12,Never-married,,,,None,Less than 2 hours per week,6,,,258,195,220,195,2. High School,,,0
643971,Male,8,1980,11,Married,,,30000,10 hours or more a week,11 to 20 hours a week,6,,,272,227,216,235,2. High School,,,50
644051,Male,1,1982,,,,,,,,,,,,,,,5. Masters,2. Probably ,1. Definitely,
644090,Male,4,1983,19,Married,3,0,55000,10 hours or more a week,11 to 20 hours a week,8,,,314,304,262,308,4. Bachelors,,,45
644243,Male,12,1981,,,,,,,,,,,,,,,2. High School,,,
644261,Male,4,1984,,,,,,,,,640,670,394,396,380,390,4. Bachelors,,,
644266,Male,10,1983,,,,,,,,,,,261,195,233,303,2. High School,,,
644271,Female,3,1981,10,Separated,,,,10 hours or more a week,3 to 10 hours a week,6,,,197,,,100,1. GED,,,0
644380,Female,9,1982,18,Married,2,0,36000,10 hours or more a week,3 to 10 hours a week,7,,,250,300,336,277,5. Masters,,,52
644399,Female,9,1984,,,,,,,,,,,282,273,190,285,0. None,,,
644533,Male,11,1980,12,Married,4,0,50000,Less than 1 hour a week,11 to 20 hours a week,6,,,195,215,227,200,2. High School,,,44
644686,Female,1,1980,15,Divorced,0,3,23000,10 hours or more a week,3 to 10 hours a week,8,,,181,215,143,100,2. High School,1. Definitely,1. Definitely,51
645101,Male,5,1983,16,Never-married,,,54000,10 hours or more a week,3 to 10 hours a week,7,360,450,306,245,293,287,4. Bachelors,,,52
645202,Male,9,1982,14,Never-married,,,,1 to 3 hours a week,Less than 2 hours per week,4,,,310,307,293,345,2. High School,3. Probably not,2. Probably ,51
645261,Male,12,1982,,,,,,,,,,,259,235,290,227,2. High School,,,
645598,Female,9,1984,16,Married,,,43000,4 to 6 hours a week,3 to 10 hours a week,7,,,,,,,4. Bachelors,,,10
645632,Female,2,1983,,,,,,,,,,,,,,,0. None,,,
645658,Male,3,1981,,,,,,,,,500,550,268,281,249,240,4. Bachelors,2. Probably ,3. Probably not,
645673,Male,6,1981,14,Never-married,,,,1 to 3 hours a week,3 to 10 hours a week,8,,,286,313,273,293,3. Associates,,,45
645729,Male,7,1980,18,Married,,,235884,10 hours or more a week,3 to 10 hours a week,7,540,600,345,329,295,320,5. Masters,,,52
645897,Male,10,1983,,,,,,,,,,,207,310,218,53,0. None,,,
645963,Female,8,1981,14,Never-married,3,0,55000,7 to 9 hours a week,Less than 2 hours per week,7,,,,,,,2. High School,,,52
646073,Female,7,1981,12,Married,2,0,48000,10 hours or more a week,3 to 10 hours a week,6,,,222,235,160,280,2. High School,,,52
646181,Female,11,1980,,,,,,,,,,,275,290,169,245,2. High School,,,
646207,Male,12,1983,12,Never-married,,,,None,3 to 10 hours a week,8,,,,,,,2. High School,,,52
646458,Male,10,1980,12,Married,3,0,80000,Less than 1 hour a week,11 to 20 hours a week,7,,,260,246,277,263,2. High School,,,52
646596,Male,11,1980,12,Never-married,0,3,,1 to 3 hours a week,3 to 10 hours a week,8,,,152,100,100,100,0. None,,,42
647555,Female,7,1981,12,Never-married,1,0,4000,10 hours or more a week,11 to 20 hours a week,7,,,212,220,290,200,2. High School,,,52
647561,Female,11,1981,,,,,,,,,,,295,229,203,,2. High School,,,
647702,Female,1,1981,9,Never-married,5,0,,7 to 9 hours a week,3 to 10 hours a week,8,,,,,,,0. None,,,6
647795,Male,3,1984,12,Never-married,,,,10 hours or more a week,3 to 10 hours a week,6,500,540,325,302,356,322,2. High School,4. Definitely not,2. Probably ,52
647800,Male,7,1984,14,Never-married,1,0,55000,4 to 6 hours a week,11 to 20 hours a week,6,,,259,215,136,240,2. High School,,,52
647995,Male,10,1980,,,,,,,,,,,,,,,2. High School,,,
647998,Male,8,1982,12,Never-married,,,27000,10 hours or more a week,3 to 10 hours a week,8,,,280,260,195,252,2. High School,,,46
648094,Female,10,1984,13,Separated,,,31000,10 hours or more a week,11 to 20 hours a week,7,,,184,248,100,167,2. High School,4. Definitely not,1. Definitely,51
648105,Female,8,1984,15,Married,4,0,,1 to 3 hours a week,3 to 10 hours a week,6,,,330,362,371,300,2. High School,,,52
648186,Female,11,1982,7,Married,4,0,,10 hours or more a week,3 to 10 hours a week,5,,,,,,,0. None,,,36
648245,Male,7,1984,15,Married,,,100000,7 to 9 hours a week,3 to 10 hours a week,6,,,236,283,135,135,3. Associates,,,48
648286,Female,12,1984,,,,,,,,,,,,,,,4. Bachelors,,,
648294,Male,3,1982,12,Divorced,2,2,30000,4 to 6 hours a week,3 to 10 hours a week,6,,,,,,,2. High School,,,52
648331,Male,3,1983,13,Married,3,0,46000,1 to 3 hours a week,Less than 2 hours per week,7,,,,,,,2. High School,,,49
648342,Male,2,1984,18,Never-married,,,60000,1 to 3 hours a week,Less than 2 hours per week,5,,,,,,,5. Masters,,,52
648462,Male,11,1980,12,Married,2,0,,1 to 3 hours a week,Less than 2 hours per week,6,,,320,308,240,274,2. High School,,,52
648718,Male,11,1981,16,Married,,,70000,10 hours or more a week,3 to 10 hours a week,7,,,,,,,4. Bachelors,,,51
648761,Male,4,1983,9,Never-married,2,0,15000,1 to 3 hours a week,11 to 20 hours a week,8,,,138,120,100,170,0. None,,,52
648979,Female,6,1981,7,Never-married,4,0,7000,None,3 to 10 hours a week,8,,,,,,,0. None,,,16
649109,Male,3,1981,13,,0,1,42000,10 hours or more a week,21 to 30 hours a week,7,,,,,,,2. High School,,,48
649197,Male,9,1981,19,Married,3,0,128000,10 hours or more a week,3 to 10 hours a week,7,,,389,393,370,378,5. Masters,,,48
649255,Male,11,1983,12,Married,2,0,38000,4 to 6 hours a week,3 to 10 hours a week,6,,,,,,,2. High School,,,46
649502,Female,7,1982,,,,,,,,,,,311,288,283,290,4. Bachelors,,,
649573,Male,4,1980,,,,,,,,,,,222,182,118,,1. GED,,,
649585,Male,3,1983,17,Married,2,0,36000,10 hours or more a week,11 to 20 hours a week,5,,,291,375,310,296,4. Bachelors,,,52
649706,Female,2,1980,10,Divorced,3,0,50000,10 hours or more a week,3 to 10 hours a week,7,,,243,190,233,200,1. GED,4. Definitely not,1. Definitely,50
649959,Male,11,1982,,,,,,,,,,,237,214,210,228,2. High School,1. Definitely,2. Probably ,
649972,Male,12,1981,12,Never-married,0,2,27000,4 to 6 hours a week,11 to 20 hours a week,8,,,,,,,2. High School,,,52
650053,Female,5,1981,,,,,,,,,570,390,360,354,315,337,2. High School,,,
650348,Female,2,1981,16,Divorced,1,1,,4 to 6 hours a week,3 to 10 hours a week,9,,,188,139,128,107,3. Associates,,,5
650452,Male,2,1983,,,,,,,,,,,276,183,340,216,2. High School,2. Probably ,1. Definitely,
650695,Female,11,1981,13,Married,4,0,,10 hours or more a week,3 to 10 hours a week,8,,,,,,,2. High School,,,41
650752,Male,10,1984,,,,,,,,,,,214,120,100,70,1. GED,,,
650976,Male,7,1982,14,Married,1,0,95000,4 to 6 hours a week,3 to 10 hours a week,7,,,268,220,300,300,3. Associates,,,52
651094,Female,8,1983,16,Divorced,2,0,35000,1 to 3 hours a week,Less than 2 hours per week,5,,,306,357,268,307,4. Bachelors,,,48
651194,Male,10,1984,16,Never-married,,,75000,7 to 9 hours a week,3 to 10 hours a week,7,,,,,,,4. Bachelors,,,52
651271,Female,3,1982,20,Married,,,54000,10 hours or more a week,Less than 2 hours per week,7,,,320,334,327,243,6. PhD,,,48
651403,Female,2,1980,,,,,,,,,,,345,335,330,310,2. High School,,,
651574,Female,12,1982,17,Married,2,0,65000,10 hours or more a week,3 to 10 hours a week,6,410,540,360,355,320,273,4. Bachelors,,,46
651600,Male,7,1980,8,Married,2,0,37000,1 to 3 hours a week,3 to 10 hours a week,7,,,,,,,1. GED,,,52
651773,Male,11,1982,12,Never-married,,,20000,10 hours or more a week,11 to 20 hours a week,6,,,324,249,356,293,2. High School,2. Probably ,1. Definitely,52
651959,Male,10,1981,18,Married,1,0,130000,7 to 9 hours a week,3 to 10 hours a week,7,,,372,354,393,369,5. Masters,,,50
652057,Male,8,1982,,,,,,,,,410,410,306,290,260,200,2. High School,,,
652074,Female,5,1982,18,Never-married,,,15000,None,Less than 2 hours per week,8,,,309,327,400,290,4. Bachelors,,,48
652146,Male,5,1983,,,,,,,,,,,202,190,100,145,0. None,,,
652263,Male,3,1981,12,Married,1,0,107000,Less than 1 hour a week,3 to 10 hours a week,5,,,223,226,257,325,2. High School,,,52
652653,Male,9,1980,10,Never-married,4,1,8000,1 to 3 hours a week,11 to 20 hours a week,5,,,118,280,,,1. GED,2. Probably ,1. Definitely,52
652961,Male,12,1983,10,Married,0,2,60000,Less than 1 hour a week,3 to 10 hours a week,7,,,,,,,1. GED,,,43
653063,Female,2,1980,18,Never-married,2,0,32000,10 hours or more a week,3 to 10 hours a week,6,,,,,,,4. Bachelors,,,52
653114,Male,2,1980,19,Married,,,95000,10 hours or more a week,3 to 10 hours a week,7,650,620,349,334,368,314,7. Professional,,,52
653123,Male,11,1982,14,Married,3,0,34000,10 hours or more a week,3 to 10 hours a week,6,,,257,230,133,288,2. High School,,,52
653130,Male,5,1980,,,,,,,,,,,171,100,150,130,1. GED,,,
653142,Female,12,1982,,,,,,,,,,,,,,,0. None,,,
653246,Female,11,1983,16,Married,3,0,42000,10 hours or more a week,3 to 10 hours a week,6,,,304,338,287,327,4. Bachelors,,,43
653332,Female,6,1982,14,Widowed,2,0,35000,Less than 1 hour a week,3 to 10 hours a week,7,,,298,290,265,325,3. Associates,,,52
653368,Male,10,1982,10,Married,0,0,25000,10 hours or more a week,Less than 2 hours per week,8,,,,,,,1. GED,,,46
653372,Female,4,1982,12,Divorced,1,0,35000,None,3 to 10 hours a week,4,,,,,,,2. High School,1. Definitely,1. Definitely,52
653392,Male,1,1983,12,Married,1,0,50000,1 to 3 hours a week,3 to 10 hours a week,5,,,264,218,275,230,2. High School,,,52
653416,Female,3,1984,12,Married,1,2,,1 to 3 hours a week,21 to 30 hours a week,8,,,,,,,2. High School,,,48
653622,Male,2,1981,,,,,,,,,,,,,,,2. High School,,,
653684,Male,2,1982,11,Married,1,3,46000,10 hours or more a week,11 to 20 hours a week,5,,,,,,,0. None,,,50
653737,Female,8,1982,12,Married,2,0,20000,7 to 9 hours a week,3 to 10 hours a week,7,,,223,190,190,100,2. High School,,,0
653890,Female,4,1984,16,Married,2,0,34000,10 hours or more a week,3 to 10 hours a week,6,470,500,351,330,335,350,4. Bachelors,,,47
653892,Female,10,1982,16,Married,,,30000,1 to 3 hours a week,3 to 10 hours a week,8,,,,,,,4. Bachelors,1. Definitely,3. Probably not,52
654098,Female,12,1980,,,,,,,,,,,,,,,0. None,,,
654104,Male,7,1984,14,Never-married,,,32000,1 to 3 hours a week,11 to 20 hours a week,5,,,313,308,383,300,2. High School,4. Definitely not,1. Definitely,51
654119,Male,9,1984,12,Never-married,0,1,59000,10 hours or more a week,3 to 10 hours a week,7,,,219,195,223,100,2. High School,2. Probably ,4. Definitely not,50
654211,Male,10,1982,16,Married,2,0,38000,10 hours or more a week,3 to 10 hours a week,8,520,610,350,325,350,300,4. Bachelors,,,52
654240,Male,2,1984,20,Married,4,0,65000,10 hours or more a week,Less than 2 hours per week,6,550,690,335,345,382,386,5. Masters,,,52
654302,Female,5,1981,,,,,,,,,,,280,172,290,345,2. High School,,,
654539,Female,9,1983,14,Separated,3,0,19000,4 to 6 hours a week,3 to 10 hours a week,7,,,316,324,260,170,3. Associates,,,21
654643,Male,11,1984,15,Never-married,,,,4 to 6 hours a week,3 to 10 hours a week,7,,,327,325,293,300,2. High School,,,0
654801,Male,4,1981,,,,,,,,,,,,,,,0. None,1. Definitely,2. Probably ,
654809,Male,1,1984,10,Married,3,0,85000,10 hours or more a week,3 to 10 hours a week,8,,,,,,,1. GED,,,42
655164,Female,12,1982,8,Married,4,0,8000,None,3 to 10 hours a week,8,,,100,100,,,0. None,1. Definitely,1. Definitely,52
655178,Male,2,1981,,,,,,,,,,,300,325,325,290,2. High School,,,
655216,Male,4,1981,16,Married,3,0,235884,10 hours or more a week,11 to 20 hours a week,7,630,580,319,344,335,310,4. Bachelors,4. Definitely not,3. Probably not,52
655247,Male,2,1980,11,Divorced,,,26900,10 hours or more a week,11 to 20 hours a week,6,,,253,208,180,270,0. None,,,44
655377,Male,7,1982,,,,,,,,,,,187,133,275,167,1. GED,3. Probably not,1. Definitely,
655441,Female,4,1981,15,Married,3,0,8240,10 hours or more a week,11 to 20 hours a week,5,570,530,357,375,345,367,3. Associates,,,50
655563,Male,8,1981,16,Married,2,0,52000,10 hours or more a week,11 to 20 hours a week,5,,,303,283,285,267,4. Bachelors,,,52
655694,Female,6,1982,,,,,,,,,,,260,287,265,210,3. Associates,,,
655715,Female,8,1983,,,,,,,,,500,440,336,350,320,327,2. High School,,,
656062,Female,2,1981,12,Never-married,0,3,10000,10 hours or more a week,3 to 10 hours a week,5,,,279,287,248,287,2. High School,,,48
656359,Male,12,1981,13,Married,2,0,50000,10 hours or more a week,11 to 20 hours a week,7,510,590,248,190,235,280,2. High School,,,52
656424,Female,9,1981,13,Married,4,0,23000,10 hours or more a week,3 to 10 hours a week,7,,,42,56,56,0,2. High School,,,52
656546,Female,7,1980,,,,,,,,,,,389,403,404,389,2. High School,,,
656603,Male,7,1982,,,,,,,,,,,,,,,0. None,,,
656676,Female,10,1983,14,Married,2,0,27000,10 hours or more a week,3 to 10 hours a week,6,,,,,,,3. Associates,,,50
656687,Female,4,1982,20,Married,,,50000,10 hours or more a week,Less than 2 hours per week,7,,,354,385,283,292,4. Bachelors,,,45
656785,Female,9,1981,15,Married,3,0,12000,10 hours or more a week,3 to 10 hours a week,5,,,254,250,164,235,2. High School,,,40
656814,Female,8,1981,10,Never-married,1,0,,None,11 to 20 hours a week,5,,,232,277,227,190,1. GED,,,0
656950,Male,10,1980,8,Married,5,1,52000,None,11 to 20 hours a week,8,,,,,,,1. GED,,,52
656954,Male,8,1982,12,Never-married,,,,10 hours or more a week,Less than 2 hours per week,7,,,178,280,,100,1. GED,,,52
657055,Male,11,1981,12,Never-married,2,1,9000,None,3 to 10 hours a week,8,,,,,,,2. High School,3. Probably not,1. Definitely,52
657065,Male,3,1983,13,Never-married,,,13000,4 to 6 hours a week,11 to 20 hours a week,7,,,217,228,193,162,2. High School,3. Probably not,2. Probably ,46
657075,Male,1,1984,15,Divorced,,,26000,4 to 6 hours a week,3 to 10 hours a week,8,,,,,,,3. Associates,2. Probably ,1. Definitely,49
657153,Male,10,1983,10,Never-married,,,0,4 to 6 hours a week,Less than 2 hours per week,8,,,240,170,130,,1. GED,,,44
657261,Male,5,1982,14,Divorced,2,0,15000,None,3 to 10 hours a week,6,,,179,400,159,100,3. Associates,,,0
657795,Female,12,1983,,,,,,,,,,,,,,,2. High School,,,
657950,Female,8,1980,13,Married,2,0,,4 to 6 hours a week,21 to 30 hours a week,6,,,241,238,193,250,2. High School,,,0
658086,Male,1,1980,,,,,,,,,,,200,280,,100,0. None,1. Definitely,1. Definitely,
658173,Male,12,1981,14,Never-married,,,40000,4 to 6 hours a week,3 to 10 hours a week,8,,,,,,,2. High School,,,52
658181,Male,8,1983,16,Never-married,,,71000,10 hours or more a week,3 to 10 hours a week,6,460,340,213,195,165,160,4. Bachelors,,,50
658316,Female,12,1982,,,,,,,,,,,,,,,2. High School,,,
658411,Male,3,1984,,,,,,,,,,,184,80,,100,2. High School,,,
658690,Male,8,1982,,,,,,,,,560,650,313,250,343,311,2. High School,,,
658859,Male,2,1980,7,Never-married,0,4,,None,3 to 10 hours a week,8,,,,,,,0. None,,,0
658868,Male,3,1984,14,Married,2,0,35000,10 hours or more a week,3 to 10 hours a week,8,,,328,322,305,294,2. High School,,,52
659086,Female,7,1984,14,Married,2,0,9000,10 hours or more a week,3 to 10 hours a week,7,,,247,306,197,193,3. Associates,,,12
659114,Male,3,1982,,,,,,,,,,,,,,,2. High School,,,
659296,Male,10,1982,,,,,,,,,270,390,292,243,265,227,2. High School,4. Definitely not,1. Definitely,
659413,Male,4,1983,,,,,,,,,,,,,,,0. None,3. Probably not,2. Probably ,
659669,Male,7,1984,15,Never-married,,,,Less than 1 hour a week,11 to 20 hours a week,7,480,470,314,283,285,283,2. High School,,,52
659675,Male,8,1983,19,Married,3,0,70000,4 to 6 hours a week,11 to 20 hours a week,6,500,560,337,300,300,300,5. Masters,,,52
659687,Male,8,1981,,,,,,,,,750,580,361,363,316,343,4. Bachelors,3. Probably not,3. Probably not,
659745,Male,1,1983,13,Divorced,0,1,,None,3 to 10 hours a week,7,,,326,336,300,292,2. High School,,,52
659834,Male,8,1983,14,Married,5,0,38000,10 hours or more a week,3 to 10 hours a week,7,,,318,288,286,287,3. Associates,,,50
659959,Female,2,1981,17,Married,2,0,97000,10 hours or more a week,3 to 10 hours a week,7,580,670,341,354,415,400,5. Masters,,,48
660025,Male,4,1984,11,Never-married,,,,4 to 6 hours a week,11 to 20 hours a week,8,,,273,280,,245,2. High School,,,0
660093,Male,12,1981,8,Never-married,0,1,,10 hours or more a week,21 to 30 hours a week,6,,,,,,,1. GED,,,8
660145,Male,10,1982,6,Married,2,0,5000,None,3 to 10 hours a week,15,,,,,,,1. GED,,,44
660161,Female,11,1983,9,Divorced,1,2,10000,None,3 to 10 hours a week,5,,,272,300,300,350,1. GED,1. Definitely,2. Probably ,52
660325,Male,1,1984,16,Never-married,,,47000,10 hours or more a week,3 to 10 hours a week,7,,,,,,,4. Bachelors,,,24
660368,Female,2,1982,,,,,,,,,,,,,,,0. None,2. Probably ,2. Probably ,
660405,Male,11,1982,,,,,,,,,,,,,,,2. High School,,,
660416,Female,5,1981,18,Divorced,3,0,33000,10 hours or more a week,3 to 10 hours a week,7,,,,,,,5. Masters,,,52
660661,Male,10,1983,16,Married,3,0,70000,10 hours or more a week,Less than 2 hours per week,6,,,249,209,255,138,4. Bachelors,3. Probably not,2. Probably ,52
660807,Male,4,1983,17,Never-married,,,60000,10 hours or more a week,Less than 2 hours per week,7,,,363,350,363,300,4. Bachelors,,,47
661168,Male,4,1983,,,,,,,,,,,,,,,0. None,,,
661215,Male,5,1982,16,Divorced,0,3,235884,10 hours or more a week,3 to 10 hours a week,7,570,550,368,330,325,363,4. Bachelors,,,45
661437,Female,3,1981,15,Never-married,,,37000,10 hours or more a week,3 to 10 hours a week,7,,,290,273,268,323,2. High School,,,52
661444,Male,10,1983,12,Married,1,0,48000,4 to 6 hours a week,3 to 10 hours a week,6,,,,,,,2. High School,,,52
661454,Female,7,1980,14,Married,3,0,,1 to 3 hours a week,3 to 10 hours a week,6,,,220,249,260,116,3. Associates,,,49
661494,Female,1,1980,,,,,,,,,,,,,,,2. High School,,,
661545,Female,6,1982,,,,,,,,,,,296,303,245,227,2. High School,,,
661695,Male,9,1982,10,Never-married,2,0,23000,10 hours or more a week,3 to 10 hours a week,6,,,256,,,,1. GED,,,51
661774,Male,2,1980,12,Never-married,2,0,43000,4 to 6 hours a week,3 to 10 hours a week,7,,,287,198,229,336,2. High School,,,52
661778,Male,2,1983,12,Never-married,,,45000,7 to 9 hours a week,11 to 20 hours a week,7,,,309,289,283,287,2. High School,,,49
